selling_price,km_driven,owner,mileage_kmpl,engine_CC,max_power_BHP,seats,torque_Nm,torque_rpm,age,max_power_engineCC,max_power_to_torque_rpm,max_power_age,price_to_km,price_to_age,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual
0.27566660345851884,1.4406162332939225,-0.7056807726915246,0.7945959079610866,0.09211709335462118,-0.25416393625122685,-0.23249183982590202,0.9028440450922985,-1.2190437737864679,-0.15483100299445804,-0.5807998078102427,0.8235239002083388,-0.2816330858222381,-0.7001040875760715,-0.05225552204699742,1.0488088481701516,-1.0488088481701516,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
-0.10454764188509148,0.9410090724055333,0.8892500194439605,0.11453608271873371,1.250782210934433,1.5919329277026855,-0.23249183982590202,1.7962468883399991,-0.6498321558157575,-0.15483100299445804,0.862711741356852,1.2251565176025807,0.6012419328065485,-0.7014363431598002,-0.2766305858316048,1.0488088481701516,-1.0488088481701516,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
-1.1121153920456588,1.3328578260434856,2.4841808115794457,-0.9205992264997163,1.2461475504641137,-0.004015309699206168,-0.23249183982590202,0.44641217553516105,-0.0017852780366837211,2.036460709235427,-2.024311356977335,-0.23532572746738994,-1.1988122252629223,-0.975558447319179,-1.0681759497384145,-0.9534625892455922,0.9534625892455922,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
-0.7936859615703852,1.0781561361788166,-0.7056807726915246,0.6742313371217324,0.7780468429618698,0.7464305699568559,-0.23249183982590202,0.44641217553516105,-0.36522634683040234,0.9408148531204845,-0.5807998078102427,0.43101929684578427,-0.5721563897165483,-0.8853717561722528,-0.8636117794824081,1.0488088481701516,-1.0488088481701516,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
-1.2451903779159226,0.9410090724055333,-0.7056807726915246,-1.402057509857134,0.32385011687058357,0.6338636880084467,-0.23249183982590202,0.44641217553516105,-0.0017852780366837211,1.7625492452066915,0.862711741356852,0.06589873557829158,-0.9431313806065031,-0.981911202892116,-1.099889091923657,-0.9534625892455922,0.9534625892455922,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
0.22813982279056755,-0.5284237537367878,-0.7056807726915246,-0.1863753443796528,-0.14425059063166043,0.23737811492349375,-0.23249183982590202,0.44641217553516105,1.0578026980963735,-0.976565395080665,0.862711741356852,-0.6825984150200683,1.002692860145783,0.23738313107919418,0.4485816739007869,-0.9534625892455922,0.9534625892455922,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
-0.19960120322099406,0.3532359419486049,-0.7056807726915246,0.8517690791097804,0.6297377079116538,-0.6856703170534629,-0.23249183982590202,0.605043097343065,-0.7636744794098995,0.6669033890917488,-2.024311356977335,0.0020026373564804283,-0.9511167339254017,-0.5884610696596233,-0.5592568680987545,1.0488088481701516,-1.0488088481701516,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
-0.9125029132402634,1.9010385188185166,-0.7056807726915246,-0.22850294417342706,0.7919508243728275,-0.6231331604154577,-0.23249183982590202,0.45614262346844825,-1.2190437737864679,0.1190804610342776,-2.024311356977335,0.5496834792577197,-0.6432469696379787,-0.9678734361625135,-0.8044219290522154,1.0488088481701516,-1.0488088481701516,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
0.5133005067982753,-0.07779768705314265,0.8892500194439605,-0.5264052570008293,1.0792997735326209,1.9002411099280514,-0.23249183982590202,1.7664667935650757,-0.9344379648011126,-0.15483100299445804,0.862711741356852,1.8458614717573183,0.7486868461480093,-0.10267861260325212,0.08797889281838221,1.0488088481701516,-1.0488088481701516,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
-1.4257921444541375,0.5491603187675811,0.8892500194439605,-1.0409637973390704,-1.0897213265767869,-1.1296841291832993,-0.23249183982590202,-0.7648412623034091,1.6270143160670838,2.3103721732641627,-0.5807998078102427,-1.3398154253015553,-1.5503472174364579,-1.0048119751892595,-1.1785592961763096,-0.9534625892455922,0.9534625892455922,-0.346497420052758,0.38083213176251485,-0.1409199592654871,-0.21244762069125783,0.2124476206912577
